"region","hbcu","tribal","urban","open","landGrant","associates","allDistance","partDistance","studyAbroad","weekend","remedial","counseling","dayCare","oncampusHousing","mealPlan","instateTuition","size","facultyRatio","grantAid","loanAid","minorityEnroll","placeEmploy","tuitionOptions"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",19047,"1-4,999",14,18393,6685,11,"Yes","Yes"
"SE","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6744,"1-4,999",16,11034,6230,8,"Yes","Yes"
"SE","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",27000,"<1,000",12,17095,6794,5,"Yes","Yes"
"SE","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",6620,"1-4,999",15,6609,6820,7,"Yes","Yes"
"SE","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",5280,"1-4,999",16,6598,6417,17,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",5724,"10-19,999",19,8029,7478,8,"Yes","Yes"
"SE","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",18040,"<1,000",10,12228,7526,16,"Yes","Yes"
"SE","No","No","Suburb:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Yes","No","No",3216,"1-4,999",15,3771,1629,2,"Yes","Yes"
"SE","No","No","Town:D","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",3864,"1-4,999",20,5706,5850,23,"Yes","Yes"
"SE","No","No","Rural:D","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",17700,"<1,000",23,7430,8657,33,"No","Yes"
"SE","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",4918,"1-4,999",15,12127,9167,12,"Yes","No"
"SE","Yes","No","Suburb:M","No","Yes","Implied no","No","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes","Yes",6662,"1-4,999",17,11662,7272,10,"Yes","Yes"
"SE","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",6702,"1-4,999",13,7914,8260,5,"Yes","Yes"
"SE","No","No","Rural:F","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",6336,"1-4,999",12,8345,6447,11,"Yes","Yes"
"SE","No","No","Town:R","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",27614,"1-4,999",13,21836,6991,11,"Yes","Yes"
"SE","No","No","City:S","No","Yes","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",7632,"20,000+",20,8007,6948,8,"Yes","Yes"
"SE","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27000,"1-4,999",11,17170,7541,8,"Yes","Yes"
"GL","No","No","City:L","No","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Yes","Yes","Yes",24984,"1-4,999",10,12350,7874,36,"Yes","Yes"
"GL","No","No","Rural:F","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","No","No",21050,"<1,000",11,8095,7460,4,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",44590,"1-4,999",11,25460,7055,14,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26890,"1-4,999",11,11109,8308,32,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",28825,"1-4,999",16,15355,6967,8,"Yes","Yes"
"GL","No","No","Suburb:M","No","No","Implied no","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",38375,"1-4,999",12,19547,7272,8,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","No","No",26230,"<1,000",7,8387,8704,10,"No","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26840,"5-9,999",12,11150,7136,16,"Yes","Yes"
"GL","No","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26550,"1-4,999",10,11869,7585,9,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",17,3857,8672,42,"Yes","No"
"GL","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",23970,"1-4,999",15,8651,6340,10,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",43400,"1-4,999",9,23135,7244,10,"Yes","Yes"
"GL","No","No","Town:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",12780,"1-4,999",13,6186,5745,4,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",26790,"1-4,999",12,13083,7626,12,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Yes","Yes","Yes",36720,"10-19,999",15,15366,7424,14,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",32190,"<1,000",10,17350,7833,22,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",34890,"1-4,999",16,21363,7256,7,"Yes","Yes"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",26230,"1-4,999",10,16383,7178,35,"Yes","Yes"
"GL","No","No","Town:R","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",31364,"<1,000",9,21548,7464,6,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",36214,"<1,000",11,22923,8270,9,"Yes","Yes"
"GL","No","No","Suburb:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",33622,"1-4,999",13,18430,6911,5,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",24800,"<1,000",8,11057,8583,17,"Yes","Yes"
"GL","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",16022,"<1,000",12,4459,7135,90,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",24360,"1-4,999",11,12608,8198,5,"Yes","No"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6519,"10-19,999",22,5101,6770,10,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7361,"10-19,999",21,5159,6244,3,"Yes","No"
"GL","No","No","City:M","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",6298,"5-9,999",23,5381,6586,6,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7585,"10-19,999",18,4507,6174,4,"Yes","No"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26790,"1-4,999",12,14627,6777,10,"Yes","Yes"
"GL","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6422,"10-19,999",22,5083,6331,6,"Yes","Yes"
"GL","No","No","Suburb:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",6298,"1-4,999",21,5731,6685,22,"Yes","Yes"
"GL","No","No","City:M","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12320,"1-4,999",14,4477,8881,30,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7014,"5-9,999",20,4801,6727,4,"Yes","Yes"
"GL","No","No","Suburb:M","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6535,"1-4,999",16,5270,7170,4,"Yes","Yes"
"GL","No","No","City:M","No","Yes","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",9273,"20,000+",18,8692,6668,7,"Yes","No"
"GL","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",8091,"20,000+",18,6643,6975,17,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6418,"5-9,999",22,4638,6145,5,"Yes","Yes"
"GL","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6428,"5-9,999",21,4468,6526,4,"Yes","Yes"
"GL","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6298,"5-9,999",22,5329,6540,6,"Yes","No"
"RM","No","No","Town:R","No","Yes","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",2856,"10-19,999",14,6711,6814,8,"Yes","Yes"
"GL","No","No","Suburb:M","No","Yes","Yes","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",9208,"20,000+",12,9612,6178,7,"Yes","Yes"
"SW","No","No","City:L","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",23364,"1-4,999",10,6589,11681,43,"Yes","Yes"
"FW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",20,4147,9087,58,"Yes","No"
"RM","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",11,3640,7714,30,"Yes","No"
"ME","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",13800,"<1,000",7,4616,9149,27,"Yes","Yes"
"SE","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",11520,"<1,000",10,4516,10073,79,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Implied no","Implied no","No","No",7500,"<1,000",14,8042,7554,0,"No","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","Yes","Yes",8600,"<1,000",24,9326,7554,0,"No","Yes"
"FW","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",20370,"<1,000",10,9844,14141,41,"No","Yes"
"FW","No","No","City:S","No","No","Implied no","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",17820,"<1,000",9,6960,11535,19,"No","Yes"
"FW","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","No","No",20880,"<1,000",9,10426,14400,17,"Yes","Yes"
"GL","No","No","Town:F","No","No","Implied no","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",18972,"<1,000",6,8874,12388,16,"No","Yes"
"SW","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",15600,"1-4,999",11,6346,10901,34,"No","Yes"
"SW","No","No","City:L","Yes","No","Yes","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",18335,"<1,000",6,4965,8752,38,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",12780,"<1,000",11,4596,9606,11,"Yes","Yes"
"GL","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Implied no","Implied no","Yes","Yes",6100,"<1,000",11,6700,7554,0,"No","Yes"
"SW","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12600,"<1,000",16,2664,5409,48,"Yes","No"
"SE","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",14700,"10-19,999",20,4745,8683,49,"Yes","Yes"
"GL","No","No","Suburb:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",10,3790,7470,10,"Yes","No"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",16665,"1-4,999",14,5323,7674,69,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",11650,"<1,000",21,6514,9504,54,"Yes","Yes"
"FW","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",15196,"<1,000",19,5369,7833,69,"Yes","Yes"
"RM","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17066,"<1,000",12,4579,10924,14,"Yes","No"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",13284,"20,000+",21,4237,7201,39,"Yes","Yes"
"PL","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",15327,"<1,000",21,6220,6129,10,"Yes","Yes"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","No",10400,"<1,000",6,10980,7174,31,"Yes","Yes"
"GL","No","No","City:S","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",11,3685,8963,47,"Yes","No"
"GL","No","No","City:S","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",15,4065,9177,34,"Yes","No"
"FW","No","No","City:M","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12000,"5-9,999",16,5091,9837,39,"No","No"
"SE","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",5227,"<1,000",10,8699,5329,19,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",17000,"<1,000",16,7674,6734,20,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Implied no","Implied no","Yes","Yes",8000,"<1,000",6,10816,7554,0,"No","No"
"SW","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",20700,"<1,000",16,5676,9443,20,"Yes","Yes"
"GL","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",17250,"<1,000",10,4288,7913,13,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",6000,"<1,000",10,12371,10064,50,"No","Yes"
"ME","No","No","City:S","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",13320,"5-9,999",18,8168,6867,6,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",14400,"1-4,999",12,6017,7688,45,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",14,3893,9669,49,"Yes","No"
"SE","No","No","City:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",14,4289,8814,15,"Yes","No"
"SW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",19,4000,7876,48,"Yes","No"
"SW","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",25,4044,9056,65,"Yes","No"
"FW","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","No",5472,"10-19,999",24,7399,6323,45,"Yes","Yes"
"FW","No","No","City:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",13872,"1-4,999",17,6286,9599,15,"Yes","Yes"
"PL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",15327,"<1,000",21,6051,6995,11,"Yes","Yes"
"PL","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",25740,"<1,000",7,9738,11953,13,"Yes","Yes"
"RM","No","No","City:L","Yes","No","Implied no","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","Yes","No",6600,"<1,000",10,4306.61706636595,7554,5,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12720,"1-4,999",15,5828,6525,48,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",11987,"<1,000",21,6602,8415,51,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",13464,"1-4,999",7,4246,7790,83,"Yes","Yes"
"SE","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",17000,"<1,000",22,8150,5711,40,"Yes","Yes"
"SE","No","No","City:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",20,3919,8015,66,"Yes","No"
"SW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",19044,"<1,000",14,4096,8369,43,"Yes","No"
"PL","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",13810,"<1,000",11,3856,8304,27,"Yes","No"
"GL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",15377,"<1,000",8,5756,9288,42,"Yes","Yes"
"FW","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",18335,"<1,000",17,4051,11202,73,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",10,3947,7631,51,"Yes","No"
"FW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",16906,"<1,000",21,5175,8563,19,"Yes","Yes"
"ME","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",15396,"<1,000",23,6691,8399,10,"Yes","Yes"
"ME","No","No","City:L","Yes","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","No","No",8000,"<1,000",22,5810,7554,0,"No","No"
"GL","No","No","Town:D","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",11772,"<1,000",6,4265,7211,51,"Yes","Yes"
"SW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",16,3936,7505,66,"Yes","No"
"SW","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",15408,"<1,000",18,3971,6840,63,"Yes","Yes"
"SW","No","No","City:S","Yes","No","Yes","Yes","Yes","Implied no","Implied no","Implied no","Yes","Implied no","No","No",18335,"<1,000",15,10720,7354,55,"Yes","Yes"
"FW","No","No","Rural:F","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","No","No",18200,"<1,000",20,6468,10118,8,"Yes","Yes"
"FW","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",10768,"5-9,999",22,13074,7143,15,"Yes","Yes"
"FW","No","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","No",10768,"1-4,999",16,12974,7543,19,"Yes","Yes"
"FW","No","No","City:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",21,4323,9729,73,"Yes","No"
"FW","No","Yes","Rural:F","Yes","Yes","Yes","No","Yes","Implied no","Yes","Yes","Yes","Yes","Yes","Yes",4032,"<1,000",10,3439,7554,4,"No","Yes"
"RM","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",14302,"<1,000",12,4346,8448,20,"Yes","No"
"RM","No","No","Suburb:L","Yes","No","Implied no","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",10719,"<1,000",10,2866,9987,11,"No","No"
"SE","No","No","Suburb:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",34680,"<1,000",11,8857,7327,19,"Yes","Yes"
"ME","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12984,"<1,000",10,3835,9492,64,"No","No"
"ME","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","Yes","Yes",11200,"<1,000",21,11269,7554,0,"No","Yes"
"SE","No","No","City:S","No","No","Implied no","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",15048,"1-4,999",11,16292,9087,33,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",12900,"<1,000",11,4945,10657,48,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",10980,"5-9,999",15,6037,9934,56,"Yes","Yes"
"SW","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",18335,"1-4,999",18,4889,5027,73,"Yes","Yes"
"SE","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","No",19305,"<1,000",8,4983,3712,22,"Yes","Yes"
"FW","No","No","City:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","No",18335,"<1,000",15,5334,8100,56,"Yes","Yes"
"FW","No","No","Suburb:L","Yes","No","Implied no","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",14220,"<1,000",13,6784,9632,51,"Yes","Yes"
"FW","No","No","City:L","Yes","No","Yes","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","No","No",16335,"<1,000",20,8555,9014,56,"Yes","Yes"
"PL","No","No","City:M","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",9597,"<1,000",6,3278,6347,11,"Yes","Yes"
"SW","No","No","City:L","Yes","No","Implied no","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",22488,"<1,000",6,5983,4708,47,"Yes","Yes"
"SE","No","No","City:S","Yes","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",21240,"<1,000",10,2700,5455,40,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","Yes","Yes",9600,"<1,000",24,6808,7554,0,"No","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","Yes","Yes",11500,"<1,000",16,8825,7554,0,"No","Yes"
"SW","No","No","City:L","Yes","No","Implied no","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",10392,"<1,000",10,3742,9507,48,"No","No"
"PL","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Implied no","Yes","Implied no","No","No",11800,"<1,000",11,11121,6923,27,"Yes","Yes"
"SE","No","No","City:M","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",11520,"<1,000",13,5631,7857,55,"Yes","Yes"
"SW","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",9010,"1-4,999",12,7370,7477,34,"Yes","Yes"
"SE","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",16,4187,8147,52,"Yes","No"
"PL","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",14040,"<1,000",13,6083,6924,53,"Yes","Yes"
"PL","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",11,4023,8356,36,"Yes","No"
"GL","No","No","City:L","Yes","No","Yes","No","Implied no","Implied no","Yes","Yes","Yes","Implied no","No","No",11772,"<1,000",9,4926,6636,23,"Yes","Yes"
"SE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Yes","No","No",12600,"1-4,999",24,5062,9620,89,"Yes","Yes"
"SE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",15,4364,8965,71,"Yes","No"
"FW","No","No","Suburb:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",5472,"5-9,999",22,6960,5120,48,"Yes","Yes"
"FW","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",18648,"1-4,999",16,5188,7072,59,"Yes","Yes"
"PL","No","No","City:L","Yes","No","Implied no","Yes","Yes","Implied no","Implied no","Implied no","Yes","Implied no","No","No",13176,"20,000+",20,4166,8751,34,"Yes","Yes"
"GL","No","Yes","Rural:D","Yes","Yes","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",6000,"<1,000",11,7154,7554,7,"No","Yes"
"SE","No","No","City:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",9,3898,7800,40,"Yes","No"
"FW","No","No","City:M","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",19,4042,9106,58,"Yes","No"
"SE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",13,3369,6544,35,"Yes","No"
"SE","No","No","City:S","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",14,3937,7853,42,"Yes","No"
"SE","No","No","Suburb:L","No","No","Yes","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","No","No",17748,"<1,000",20,4151,8742,73,"Yes","No"
